comment_id,video_id,parent_id,split,text,predicted_discourse_act,human_annotator_1,human_annotator_2,adjudicated_label,annotation_confidence,ambiguity_reason,off_topic_flag,annotation_notes
UgzD42cuIaP1p4Opw4F4AaABAg.9RcFTGeGxBk9SDPEt77eoX,T9ttUfGG7EE,UgzD42cuIaP1p4Opw4F4AaABAg,train,"@Syarief Hidayatullah mknya dek pke dlu tu otak jgn asal ngomong, malas gw ngomong am bch pengetahuan sd",Opinion,,,,,,,
UgwHCutIzmz4V4a0lsJ4AaABAg.8jWSM8nHBCS8jXYwzAlHb0,qis44fqpuAU,UgwHCutIzmz4V4a0lsJ4AaABAg,train,"ril R presiden 2019 saya tidak bisa bocor kan karena akan membuat anda berani taruhan sama teman mu, tetapi wakil presiden akan berubah",Agreement,,,,,,,
UgwoA5wDB8bzyUwIfXZ4AaABAg.8wSzMMI2mLm8yBa3c-Huvu,impJiSfof9E,UgwoA5wDB8bzyUwIfXZ4AaABAg,train,Planet di tata surya bukan di galaksi Bimasakti,Disagreement,,,,,,,
UgiXpPsITl5xOngCoAEC,6ceW7ugIKMs,TOP_LEVEL,test,2016 tambah 33th lagi bukan nya 2049 ya kak 😐,Disagreement,,,,,,,
Ugwqbd1ik7dWhYnYlcp4AaABAg,qis44fqpuAU,TOP_LEVEL,train,Kalo mesin waktu ditemukan saya akan: Ke jaman rasulullah Ingin melihat kebenaran dimalam 30 september 1965 Ke jaman kerajaan,Opinion,,,,,,,
Ugy6xsdFhW3csiQNsRJ4AaABAg,Beod6J0genE,TOP_LEVEL,val,Org kaya ketika gabut :,Opinion,,,,,,,
UggNBMfafreqzXgCoAEC,NVDIHTGVcLc,TOP_LEVEL,val,Keren euy bahasannya..,Praise,,,,,,,
UggjZZ1FDZntnXgCoAEC,H_5TPzquRyo,TOP_LEVEL,test,kenapa kaca bisa memantulkan bayangan kita?,Question,,,,,,,
UgjwR7Ir6S3G5HgCoAEC,NVDIHTGVcLc,TOP_LEVEL,val,kenapa rasa kangen bisa muncul? trus terkadang abis ketemu bawaanya makin kangen aja. kira kira kenapa ya?,Question,,,,,,,
UgxCmjL5LsELvMLiVOl4AaABAg,impJiSfof9E,TOP_LEVEL,train,Bukanya foto itu black hole udh ada mei 2018 ya tepatnya di cannel daftar populer??,Question,,,,,,,
UgwY1MwVPM4qead1TXt4AaABAg,AxyPASIXz1k,TOP_LEVEL,train,Pantes om Siddharta Gautama bilang dunia itu Maya sifatnya..hemm,Opinion,,,,,,,
UgxBh6VvjaULaHngJKJ4AaABAg,QK01ROEqJ1A,TOP_LEVEL,train,"Ini semua hanyalah khayalan orang"" pintar. Seolah seperti benar tapi daya pikir untuk sampai kesana tidaklah sampai. Dengan berbagai asumsi yang dikemukakan kepada orang"" yang juga seolah pintar. Semuanya khayalan.",Agreement,,,,,,,
UgzfitwkIxZIs4OFP154AaABAg.8lUbJkW29be8qL3hAX9BUV,21seK8tKSYI,UgzfitwkIxZIs4OFP154AaABAg,test,@rifkyfahrana1141buat apa NASA berbohong??? supaya lu bayar pajak bayar pulsa bayar tagihan ini  itu dll yg kiranya bs nguras kantong lu Lu ngira nonton TV pke jasa satelit Padahal cuma pke tower aja udh bs nonton piala pke kabel telkom,Question,,,,,,,
Ugx2bEajulUsvs3Fytp4AaABAg,RBFhyVux3IE,TOP_LEVEL,train,"min, apa yang terjadi dengan file yang sudah terhapus? filenya itu akan terbakar, hilang, atau kemana?",Question,,,,,,,
UgxlUfPtoE_ZcU05igZ4AaABAg,QK01ROEqJ1A,TOP_LEVEL,train,"Dari video ini saya dapat ambil pelajaran, bahwa manusia itu sangat kecil dan tidak patut bagi saya untuk menyombongkan diri.   Kadang saya terlalu stres dan ngotot dan hanya demi mengejar harta di dunia yang tidak dibawa mati, apalagi setelah tau bahwa dunia ini kecil sekali dibanding seluruh alam semesta, rasanya hina sekali sebagai manusia yang (sebenarnya) diciptakan semata-mata hanya untuk mengabdi. 🙏🏼",Correction,,,,,,,
UgyoWUoZ0IZuEI0Z03V4AaABAg.9QsGSl5PTwV9QtFY_cVR6t,QK01ROEqJ1A,UgyoWUoZ0IZuEI0Z03V4AaABAg,train,"@kusutchanel9849 tapi dia itu udah berusaha buat nyari fakta nya, belajar dari buku dan internet lalu dibikin jadi video dan kita tonton, dan lu malah bilang kalau mereka sok tau?",Disagreement,,,,,,,
Ugitl6-mi5ZQ8XgCoAEC,H_5TPzquRyo,TOP_LEVEL,test,"Min kalau berani, nanti rencana DR Zakir Naik mau Ke Indonesia. biar seru nih, coba lu jelasin ini ke beliau. bantah penjelasan beliau langsung.  mudah2an bener jadi ke Indonesia. Gmne? terima tantangan ga? hehe.",Agreement,,,,,,,
Ugwb3BYMelGjfQ7L1sx4AaABAg,QK01ROEqJ1A,TOP_LEVEL,train,Masya Allah 😭😭😭  Lantas apa yg harus kita sombong kan ... semuanya ada d genggamanya,Opinion,,,,,,,
UgjUwGCo6_2WuHgCoAEC,H_5TPzquRyo,TOP_LEVEL,test,kak mau tanya benda yang paling terberat didunia apa ya?? #penasaran,Question,,,,,,,
Ugh2rcjKWL-2I3gCoAEC.8FkIl56oPsx8FyD5gXYHNK,H_5TPzquRyo,Ugh2rcjKWL-2I3gCoAEC,test,"+Chandra Fauzi untuk beradaptasi mereka berevolusi , Percaya dinasaurus tapi gk percaya teori evolusi? Terus bensin yang elu pake asalnya dari mana?",Disagreement,,,,,,,
Ugwps5VKMLdH403p3E94AaABAg,jPyd0Xv5LfY,TOP_LEVEL,train,Lendir itu datangnya darimana?? Lendir yang biasa kita keluarkan lewat mulut,Question,,,,,,,
Uggmqfs57c_j7ngCoAEC.8Fa_7XNIIrQ8FbVaybEJKK,NVDIHTGVcLc,Uggmqfs57c_j7ngCoAEC,val,"+BombCraft000 MC ya penjelasan nya gaada kan ? ini kan channel pengetahuan, jadi kalo pikirannya masih kuno gausah comment",Question,,,,,,,
UgwmQ8jBXiwlRmFn7pN4AaABAg,QK01ROEqJ1A,TOP_LEVEL,train,Sekarang baru yg ke 3 kali,Opinion,,,,,,,
Ughf1a7M1xjgD3gCoAEC.8SUEDp2RzwJ8T8zvoAs1y2,FjFsx6iQE3Y,Ughf1a7M1xjgD3gCoAEC,train,"Pernah di buat videonya sama kok bisa, cari aja.",Question,,,,,,,
UgyZ88xyICkcbI1GUdl4AaABAg,21seK8tKSYI,TOP_LEVEL,test,Bagaimana cara ular bisa berjalan?,Question,,,,,,,
Ugz0BxJtsSOEdRaP_bB4AaABAg,rha05J96bOM,TOP_LEVEL,train,Siapa yang mengukur panjang dan berat bintang?,Question,,,,,,,
UgxPR_9XVpRvYUE9kDN4AaABAg.9QrpHsqx0rk9Qt-CbX1_av,QK01ROEqJ1A,UgxPR_9XVpRvYUE9kDN4AaABAg,train,"cuman teori bang, bahkan big bang aja masih teori, belum tau benar atau salah",Agreement,,,,,,,
UgwBOdpuuGl4E3yE5354AaABAg,T9ttUfGG7EE,TOP_LEVEL,train,2:10 Space X Be like: Am i a joke to you (karena space X dulu falcon heavy 9 memakan 127 milion usd sekarang cuma 47 million usd dan ini paling murah),Experience,,,,,,,
UghaOqgZccPDk3gCoAEC,FjFsx6iQE3Y,TOP_LEVEL,train,"Nanya dong, apa ada kemungkinan kalo kita bisa ngendaliin waktu? Soalnya kalo ngendaliin elemen ada Avatar... :v",Question,,,,,,,
Ugz-gkFN8848YbeQafp4AaABAg,qis44fqpuAU,TOP_LEVEL,train,kalo gua sendiri mending ke masa depan.karna supaya bisa ngerti nasib kita dimasa depan dan memperbaiki nasib kita masa kini,Opinion,,,,,,,
Ugym2P-MKhtf0GV7CQV4AaABAg,impJiSfof9E,TOP_LEVEL,train,"Sebelum mereka nemui saya udah duluan melihatnya secara berulang kali, namun agak berbeda sedikit yaitu Black Eboni",Opinion,,,,,,,
Ugwm2oTsvm039pAGrYB4AaABAg,T8g_hUpx9VU,TOP_LEVEL,val,Saya sebagai VIP sangat suka endingnya 😘😁,Praise,,,,,,,
UgihlQ4LdCjaPngCoAEC.8GC2iDNAX248ILaCcVRhXQ,eXml_nlmPoE,UgihlQ4LdCjaPngCoAEC,test,"+Sugih Sastrawan lu keep goblok, percaya ama nasa? hahah tolol, lu aja blom liat bumi bulet begok, klo ada roket terbang keatas pake kamera juga, bumi kelihatan bulet karna pake go pro,",Question,,,,,,,
UgyoUVWmixw5bFRqsIB4AaABAg,FjFsx6iQE3Y,TOP_LEVEL,train,"Ralat, bukan 4000 tahun tapi 4 tahun. kecepatan cahaya cuma butuh 4 tahun sekian, dari bumi sampe ke proxima centauri.🙂",Disagreement,,,,,,,
Ugyg3yBw9sC_7hTt2414AaABAg,AxyPASIXz1k,TOP_LEVEL,train,ini channel harus dimasukin tv sih,Opinion,,,,,,,
UgwqZxuhh_QW47j2ntd4AaABAg.9hZjtfMsCFf9pEvwi41Ieg,21seK8tKSYI,UgwqZxuhh_QW47j2ntd4AaABAg,test,"@madara3283  @Madara (ni gw copas aja biar cepet)     Siklus Saros adalah siklus gerhana (sekitar 6585,3213 hari, atau sekitar 18 tahun 11 1/3 hari), yang dapat digunakan untuk memprediksi gerhana matahari serta gerhana bulan. Satu siklus setelah gerhana, matahari, bumi, dan bulan kembali ke bidang geometri yang relatif sama, dan gerhana yang hampir identik akan terjadi. Ini gw ambil dari Google aja biar cepet. Siklus ini tetap bisa melenceng dari penjadwalan yang sudah di buat maka nya mereka tetap harus memprediksi agar ke akuratanya masih bisa di ukur  Kaum Bumi datar mengklaim tak ada yang bisa memprediksi gerhana dari perhitungan posisi Bulan dan Matahari. Mereka keliru menganggap NASA memprediksi gerhana dengan menggunakan siklus Saros. Script Python singkat ini membuktikan mereka salah.  Prediksi gerhana dilakukan dengan bantuan ephemeris, yaitu perhitungan posisi benda langit pada waktu tertentu. Dengan ephemeris, kita dapat mengetahui posisi Matahari & Bulan pada suatu waktu, lalu menghitung sudut elongasinya untuk menentukan apakah terjadi gerhana.",Question,,,,,,,
UgwX5OCzO-hrja53J4d4AaABAg,rloh5wZxFrU,TOP_LEVEL,train,Kak mau nanya dong?  Kenapa yah kalo matahari jauh banget dari bumi tapi di bumi itu terasa sangat panas banget padahal jauh dari bumi ke matahari itu sekitar 150 jt km,Question,,,,,,,
UgyO2ueUxqumb9O3msF4AaABAg.8tchb-e9N7Y8ttxYqdfWiE,impJiSfof9E,UgyO2ueUxqumb9O3msF4AaABAg,train,@MAldio-sl2gm eh yang gue tanya lu tau foto bumi itu bulat darimana? Bukan foto black hole cuy 😑,Question,,,,,,,
UgyRVwK0sPAKFfv5F9J4AaABAg,QK01ROEqJ1A,TOP_LEVEL,train,"kalau bisa punya kekuatan gw mau punya kekuatan yg kebal terhadap apapun (supaya bisa menjelajahi bnyk planet tanpa takut apapun), punya kecepatan 100.000.000.000 kali lebih cepet dari kecepatan cahaya biar bisa keliling2 bnyk galaksi :(( intinya hampir mirip pen punya kekuatan kayak goku biar bisa menjelajahi alam semesta yg luas ini dan bertemu makhluk lain",Opinion,,,,,,,
UgxwWu3G0eZhsmVbqzZ4AaABAg,T8g_hUpx9VU,TOP_LEVEL,val,Neraka,Opinion,,,,,,,
Ugw_edVIHjKDjx33wEd4AaABAg,Beod6J0genE,TOP_LEVEL,val,bang apa benar kalau bergadang bisa membuat wajah menua?,Agreement,,,,,,,
UgyZQEpTvOGpyPAl4Eh4AaABAg,QK01ROEqJ1A,TOP_LEVEL,train,"Keren bang, kaya gini nih yg dari dulu pengen gue tonton",Experience,,,,,,,
UgwUaoy96soEwad68rF4AaABAg,t5SaFgSaM_M,TOP_LEVEL,train,2:45 YOU NOW lah? ( ͡° ͜ʖ ͡°),Question,,,,,,,
Ugxw8YgrcZGy4XGo1-14AaABAg,AxyPASIXz1k,TOP_LEVEL,train,"Jika planck length itu sebesar tubuh manusia,  maka tubuh manusia itu skalanya bahkan lebih besar dari ukuran alam semesta yg diketahui saat ini.",Opinion,,,,,,,
UgxOwgY7yNlkWPxdsdJ4AaABAg.8izP9yshD7S8liiSbRpzHR,FjFsx6iQE3Y,UgxOwgY7yNlkWPxdsdJ4AaABAg,train,yh gmn mau maju kl pikirannya begitu bambang,Opinion,,,,,,,
Ugwbv2OS_zJraQ-oAdx4AaABAg,21seK8tKSYI,TOP_LEVEL,test,Kenapa masinis Jepang suka nunjuk-nunjuk sekelilingnya?,Question,,,,,,,
UgxL7m_jEax8z-HCj5d4AaABAg.9GERWKYMuj89GJcL-USeoo,QK01ROEqJ1A,UgxL7m_jEax8z-HCj5d4AaABAg,train,sebenarnya corona itu di ambil dari bahasa latin yang artinya mahkota lalu kenapa virus corona disebut demikian karena coronavirus mempunyai semacam paku di permukaannya dan corona yang di video ini supercluster apa itu supercluster supercluster adalah kumpulan galaksi galaksi dah cape gue ngetik tapi sampe sini paham kan,Question,,,,,,,
UgzvK6L9jGR70MaCdfl4AaABAg,QK01ROEqJ1A,TOP_LEVEL,train,Yang pengen gua tahu yaitu jika kita menggali ke bawah terus pasti ada perut bumi dan bagaimana jika kita menggali terus hingga melewati perut bumi itu bisakah kita menembus ke suatu tempat seperti misalkan kita menggali di indonesia dan kita akan keluar di rusia mungkin Apakah bisa,Question,,,,,,,
Ugx_tnKpfbzMnm1N6oB4AaABAg,5_9wU8yJZ8w,TOP_LEVEL,val,min.kenapa bisa terjadinya petir,Question,,,,,,,
UgyYcQovqiddCp86GWp4AaABAg,QK01ROEqJ1A,TOP_LEVEL,train,bumi itu luas manusia itu banyaaak. jd mup on jangan pikirin dia mulu 😁,Opinion,,,,,,,
Ugi1tLgvv-EJH3gCoAEC,FMNRItiR6ZA,TOP_LEVEL,train,Mau tanya apa yang dimaksud turbulensi dan mengapa turbulensi terjadi?,Question,,,,,,,
UgzCFVcq5hn26kEJvfd4AaABAg.9RzJ7zO62FA9_V9AGzgN4Z,QK01ROEqJ1A,UgzCFVcq5hn26kEJvfd4AaABAg,train,"@Jackson-pr7wv prettttt, bukan roh kudus atau burung merpati. Tapi kebodohan lu itu yang membuat lu masih memilih ajaran si paulus",Disagreement,,,,,,,
Ugj4Ps-T3NVpAXgCoAEC,iyJeozHhvJI,TOP_LEVEL,train,bang bakso nya jangan di taroh nanti puasa bolong wkwkwkwkwkwkwkwkwk XD,Opinion,,,,,,,
UgwOttKAkG6ZqLyKyIR4AaABAg.99nR1V_7tee9AM6wd12b2-,21seK8tKSYI,UgwOttKAkG6ZqLyKyIR4AaABAg,test,@yudhatarigan5600 yang nyuruh lo jadi islam itu siapa Apa ada kata2 ku memmaksamu untuk masuk islam Alquran itu kitabku Dan saya percaya apa yang dituliskan di alquran,Opinion,,,,,,,
UgyxYRIFZZ0X8mAj-754AaABAg.8WtJTrN94Y98lqQnk8mRm9,zbSe0xE7tg0,UgyxYRIFZZ0X8mAj-754AaABAg,val,Langit mana bisa ditembus oleh teknologi pun gak bakal bisa nabi Muhammad isra Miraj nembus langit aja sama malaikat jibril,Agreement,,,,,,,
Ugw2pg2fIkkqyG2Tv7h4AaABAg,21seK8tKSYI,TOP_LEVEL,test,"Channel ""Kok Bisa?"" Bagian dari elite Global... Yaang penting dapet DUTI ALIAS DIBAYAR... DUIT DUIT",Question,,,,,,,
UgwIejPPpyD51VghURp4AaABAg,T8g_hUpx9VU,TOP_LEVEL,val,kok bisa ya,Question,,,,,,,
UgwiZnOhDwiy7RTM9MF4AaABAg,qis44fqpuAU,TOP_LEVEL,train,Aku bakal ngecek kebanaran dari masa lalu yg banyak diperdebatkan orang,Experience,,,,,,,
Ugh28_rSduojjHgCoAEC.8FkjNC2zSJG8rSFVW-PZPt,FjFsx6iQE3Y,Ugh28_rSduojjHgCoAEC,train,Alat itu gak ada,Opinion,,,,,,,
Ugz2IoFL0-zSodAdW5R4AaABAg,Beod6J0genE,TOP_LEVEL,val,Ada pertanyaan yg selalu ada di pikiran q ni. Kenapa warga Indonesia kebanyakan males bgt buang sampah ditempat nya? Bukannya kebersihan sebagian dari iman trs disebut g punya iman gt yg buang sampah sembarangan? 🤭,Question,,,,,,,
UgzYpyCsCuXMQ0wokEZ4AaABAg,rha05J96bOM,TOP_LEVEL,train,min kenapa urutan planet di bimasakti ga urut ukuran?,Question,,,,,,,
UgildYKSx_gP3HgCoAEC,Tx87wEaDtxo,TOP_LEVEL,train,"sebagian besar penduduk di dunia pasti merasakan bahwa keberadaan ISIS merugikan, lalu mengapa sampai saat ini mereka masih eksis di muka bumi ini ? :')",Question,,,,,,,
UgxIx-A3E52tQEDSaKZ4AaABAg,NVDIHTGVcLc,TOP_LEVEL,val,Bang apakah gunung everest gunung tertinggi di dunia #request,Question,,,,,,,
Ugwz5MzxJ1dVAK8tauZ4AaABAg,NVDIHTGVcLc,TOP_LEVEL,val,Bang pengen liat muka lo dong bang,Opinion,,,,,,,
UgiAthPUkkcofHgCoAEC,NVDIHTGVcLc,TOP_LEVEL,val,"Mengapa Orang Indonesia Menyebut Egypt: Mesir, Greece: Yunani, Netherland: Belanda?",Question,,,,,,,
