comment_id,video_id,text,discourse_label,confidence,annotation_pass,source,like_count,published_at,parent_id,author_name
UgySpMRRxGtoiJs6cRl4AaABAg,PEbhbW4rgy4,klo bumi tanpa matahari aja gitu tapi kalo planet planet luar angkasa lain yg tidak pernah/tidak mengorbit matahari berarti lebih parah ato gimana???,Experience,High,dual_pass_verified,ai_assisted_dual_pass,0,2017-09-19T16:11:56Z,,@advarssa
UgwbzwD0xrAENck-g7B4AaABAg,iyJeozHhvJI,Kak kalo pas lagi flu itu apa selalu netesin air mata y 😹,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2018-02-19T12:55:50Z,,@dash13rainbow_gm18
Ugx9lefbvSIghRVPMth4AaABAg.8xgfSbbP5Ry8xitR9isKJa,t5SaFgSaM_M,Udah pernah dibahas,Experience,High,dual_pass_verified,ai_assisted_dual_pass,0,2019-07-23T10:31:14Z,Ugx9lefbvSIghRVPMth4AaABAg,@pgbent2680
Ugj2a2-Sit7qT3gCoAEC.8ECMy-DM-Wa8EJkH8QlYDP,H_5TPzquRyo,"well adanya missing link bukan berarti teori itu ga relevan lagi.. suatu saat nanti pasti akan ketemu... saya juga sebnarnya kurang setuju dengan hal tsb. tetapi sejauh ini meskipun bnyak tentangan tapi tidak ada teori lain yg lebih baik yg bisa mematahkan teori darwin tsb.. jadi masih relevan utk dikatakan teori dan sebuah fakta karena sejauh ini, inilah yg bisa dianggap benar. bagaimana proses selanjutnya kita lihat saja nanti. jangan pernah berhenti mncari jawaban.

anyway cobalah utk belajar dari panduan penelitian deh... bukan Zakir naik banyak ngawur interprestasinya wkwkwk.",Disagreement,High,dual_pass_verified,ai_assisted_dual_pass,2,2016-05-25T22:46:50Z,Ugj2a2-Sit7qT3gCoAEC,@RyanSatriaManafe
UgxqnvZcZ0c1ZLUhH_Z4AaABAg,jPyd0Xv5LfY,"Sepeda dan motor: tidak akan pernah jatuh apabila dia berjalan
Dapat diambil pelajaran yaitu apabila kita tidak ingin jatuh(dalam arti gagal) kita harus berusaha walaupun ada rintangannya",Experience,High,dual_pass_verified,ai_assisted_dual_pass,0,2021-07-03T10:29:25Z,,@muhammadhaaziqbujangsyarif1515
UgyKPQ2WZ5D91l1xhkx4AaABAg.9MH_uJZim3E9MHaO2IG2HS,rha05J96bOM,Bakso:v,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2021-04-18T16:22:18Z,UgyKPQ2WZ5D91l1xhkx4AaABAg,@faridfirmansyah3660
Ugj-cw4OJj7XgngCoAEC,Tx87wEaDtxo,apa itu efolusi,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2017-05-26T05:37:40Z,,@ayaalbar7991
Ugzvg2-aAhfQy0u7BsV4AaABAg,FMNRItiR6ZA,Pluto telah di coret dari kartu tata Surya,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2021-09-19T09:38:36Z,,@HambaAllah-rt3mp
UggrUouKFO79NHgCoAEC,Tx87wEaDtxo,"erik wolofeo klo anda yang berlogika karena bulan matahari kelihatannya bulat, trus berasumsi bumi juga bulat itu sama saja mengatakan rumah semut bentuknya juga harus seperti semut, atau tiyang komidi putar juga harus  seperti benda yang digantung pada tiap sisinya. trus klo bumi bulat dan berputar . kok sejak aku masih orok hingga aku punya orok buanyak itu rasi bintang biduk selalu posisinya disitu situ aja nggak pernah berpindah tempat,klo bumi bulat dan berputar jaman dahulu para pelaut nggak akan pernah bisa pulang ke tempat asal dia berangkat , karena buminya bulat dan berputar otomatis rasi bintang akan berubah ubah dan tidak bisa dijadikan patokan nafigasi.
BACALAH ALAM DENGAN AKAL DAN JANGAN BACA ALAM DENGAN DOGMA....",Experience,High,dual_pass_verified,ai_assisted_dual_pass,0,2017-06-06T05:35:40Z,,@cucukkiswara2489
UgyA6IhQ8xFdoKt5PBV4AaABAg,iyJeozHhvJI,Baheula bahasa sunda ya min,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2020-02-08T01:55:28Z,,@teguhteguh785
UggSu2_mZQxS7ngCoAEC.8BF-p8jvI6u8YosRwIX3YZ,6ceW7ugIKMs,Mass Rapid Bombarmend,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2017-10-17T12:41:48Z,UggSu2_mZQxS7ngCoAEC,@kenshinalbirunny6834
UggCzI8xzqJ4XngCoAEC.8893NEFqc_m8894ieJ5sFp,FjFsx6iQE3Y,+Harun Hasibuan nonton di national georapic,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,2,2015-12-24T16:14:14Z,UggCzI8xzqJ4XngCoAEC,@riszkyamrullah6177
Ugz4x2m_uCAW-xg-6lp4AaABAg.9MUZRV7BQ8I9MYlZxuqbLt,21seK8tKSYI,"Isaac Newton menemukan hukum gravitasi, yang mampu menjelaskan gerak benda langit yang diketahui saat itu. Dia juga menunjukkan bahwa hukum yang sama juga yang menyebabkan benda sehari-hari jatuh ke bawah.

Newton menulis bahwa dia belum dapat menemukan penyebab gravitasi & menolak untuk berspekulasi. Kaum Bumi datar menjadikan hal tersebut sebagai “bukti” Newton berbohong dan sebenarnya tak tahu gravitasi. Mereka salah. Hanya karena Newton tak tahu penyebab gravitasi, bukan berarti gravitasi salah.

Gravitasi adalah fenomena alam dimana objek-objek yang memiliki massa dan energi cenderung saling bergerak mendekati. Tahun 1687, Isaac Newton menjelaskan fenomena ini sebagai sebuah gaya, yang dirumuskan ke dalam ‘Hukum gravitasi universal Newton’.

Penganut Bumi datar bersikeras gravitasi tidak ada. Namun hal ini hanya bersumber dari ketidaktahuan semata. Segala hal di kehidupan sehari-hari konsisten dengan apa yang dijelaskan dalam hukum gravitasi Newton.

Gravitasi adalah fenomena alam dimana benda bermassa dan berenergi bergerak saling mendekati. Fenomena gravitasi saat ini dijelaskan oleh dua buah teori, yaitu hukum gravitasi universal Newton dan teori relativitas umum Einstein.

Kaum Bumi datar menganggap keberadaan dua penjelasan ini sebagai inkonsistensi sains, dan menjadikannya “bukti” adanya usaha untuk mengelabui kita. Hal tersebut tentunya hanya prasangka mereka saja. Kedua teori adalah penjelasan yang benar tentang gravitasi, dan dapat memprediksi gerak benda akibat gravitasi dengan baik.",Disagreement,High,dual_pass_verified,ai_assisted_dual_pass,0,2021-04-25T08:27:08Z,Ugz4x2m_uCAW-xg-6lp4AaABAg,@filthystinkyskeleton
UgwWPQf3zmwFjTOaiEV4AaABAg,rha05J96bOM,Request:Kenapa uang kertas pecahan 1.000 rupiah sangat jarang ditemukan di masyarakat?,Suggestion,High,dual_pass_verified,ai_assisted_dual_pass,0,2021-04-19T13:21:53Z,,@filesehat5010
UgyjLijwzrCi-FMnSuB4AaABAg,QK01ROEqJ1A,Ngga kerasa netes aer mata❤️,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2022-05-09T06:07:15Z,,@ronabahagia89
UgwOOCmPZZyBAB5F6Vp4AaABAg.8dJ_kFbHuzL8dKTr3oRpCz,dghOCZmSEUQ,Hermina Susanti ok,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2018-03-03T11:10:05Z,UgwOOCmPZZyBAB5F6Vp4AaABAg,@slayerr.j.p.9176
UgxzD9KXyNZFlHwhLap4AaABAg,dghOCZmSEUQ,"0:40 ngakak woee😭
0:49 sama sama🗿🙏🏻",Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2025-02-14T10:52:21Z,,@Sativa_astroniaz
Ugwo6_lsTMcJUW9PYPV4AaABAg,QK01ROEqJ1A,kok jadi pusing..??? 😅,Question,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2019-09-05T18:27:32Z,,@dymansudiman
Ugzh7jQygzbMmOvGWQV4AaABAg,5_9wU8yJZ8w,intonasi suara nya di cocokin sama kevin anggara cocok mirip,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2018-12-14T11:03:18Z,,@andhikaekaf
Ugyb7BtxhS57G6tTcbJ4AaABAg.9NMyGfHrbjv9Nvxmdy8C_6,QK01ROEqJ1A,"@kartonsky9957 benar karena sesuai sifat wajib Allah SWT. Mukhalafatu lil hawadisi , Allah. Berbeda dengan makhluk , tidak bisa disamakan dengan sifat sifat makhluk seperti berada di atas arsy contohnya
Mohon koreksi jika ada salah kata🙏",Correction,High,dual_pass_verified,ai_assisted_dual_pass,2,2021-05-29T14:27:02Z,Ugyb7BtxhS57G6tTcbJ4AaABAg,@Putri-dc9kq
UgwhxVcIIygtL-mMoU14AaABAg,T8g_hUpx9VU,Aku kira matahari,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2022-09-17T05:36:03Z,,@naufal595
UgyJY4tW3U1PqAElSG94AaABAg,5Zi4qGpGop4,"Bang mau request
Kenapa mangkok bakso ada  gambar ayam?",Suggestion,High,dual_pass_verified,ai_assisted_dual_pass,0,2019-08-04T12:54:17Z,,@rahmad_tenpoles
Ugw0vjRRgbYnAkYmG_t4AaABAg,NVDIHTGVcLc,menara karin masih tertinggi,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2018-11-20T09:20:07Z,,@arissuryanto17
UgyPruaP827nAv57kRN4AaABAg,rloh5wZxFrU,"Kenapa setiap akhir kata pada
video ada kata penutup
""Seperti biasa"" pada akhir kata
sebelum kata ""terima kasih""
teliti lagi deh",Praise,High,dual_pass_verified,ai_assisted_dual_pass,0,2019-07-21T17:30:56Z,,@mrganiy6346
UgzSzuPNA1LwQnZ_M_B4AaABAg.98RAhZZ1oOJ98TnGkIvZSJ,21seK8tKSYI,"besok2 kalo lu dapet fakta yg bener2 soal bumi itu TIDAK bulat, jangan malu ya😊. otak lu yang kurang pinter dikit. malu sama si yonglek, dia aja ngerti",Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2020-05-10T10:46:16Z,UgzSzuPNA1LwQnZ_M_B4AaABAg,@fauzeeyh6941
UghmWVp0qGuVUHgCoAEC,Tx87wEaDtxo,black hole adalah fiksi rekayasa ilmiah kebohongan nasa,Disagreement,High,dual_pass_verified,ai_assisted_dual_pass,0,2016-08-16T21:08:31Z,,@kleegore
UgxZY4OznPqicfX97nd4AaABAg.8op_60Jxhv98opnZpYSX5P,5_9wU8yJZ8w,"Gw tau....Kan ada di Raplh break the internet:v 




Bercanda",Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,1,2018-12-14T10:12:08Z,UgxZY4OznPqicfX97nd4AaABAg,@adrianmaulana5679
UggnnOhyrYwsrHgCoAEC.8GpML3cSQJE8GpZKayN_jg,iq0yOkj3d28,Kok lo tolol sih? Lo pas kecil sekolah ga atau diajarin ga kalau bumi itu bulat (meskipun ga bulat sempurna). Silahkan bantah teori yg menyatakan bumi itu bulat. Jangan jadi generasi tolol dan dongo yg percaya berita HOAX.,Disagreement,High,dual_pass_verified,ai_assisted_dual_pass,0,2016-07-27T09:40:11Z,UggnnOhyrYwsrHgCoAEC,@TheoMichaelHutapea
UgxgW7t7yCbzRsYBs1l4AaABAg.9Hg0RMbzGpJ9IKoGU0pcfH,JRJ1ngbUe6A,"belajar lebih dalam lagi om, supaya bisa menentukan pilihan antara datar dan bulat",Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,1,2021-01-10T12:15:45Z,UgxgW7t7yCbzRsYBs1l4AaABAg,@gudangnyabacan
Ugw1WR24MEFffeI7NZ94AaABAg.9Tfp7SUyF599TxmLDFlzr2,QK01ROEqJ1A,Benyakmad Sofyan gua setuju semoga dia dapat hidayah,Agreement,High,dual_pass_verified,ai_assisted_dual_pass,0,2021-10-26T10:33:52Z,Ugw1WR24MEFffeI7NZ94AaABAg,@Ayiz74
UgyrYdsMe6aANbDUkBp4AaABAg.9MP9k2T3uA09MR_psIoQ1t,twXOQyxZWxY,"Bisa bro pas malem kucing gw lgi tidur nyenyak tiba2 kakinya gerak2 kyk lari2, emg setiap siang dia di kejar2 mulu ama kucing garong",Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2021-04-22T13:29:54Z,UgyrYdsMe6aANbDUkBp4AaABAg,@Squarepantgaming
Uggj3fbheeoQ93gCoAEC.8SmhA7p2iNh8T10stdnEfK,eXml_nlmPoE,"daripada situ, mau aja dibohongin sama ilmu pengetahuan sesat :v",Disagreement,High,dual_pass_verified,ai_assisted_dual_pass,0,2017-05-26T12:06:02Z,Uggj3fbheeoQ93gCoAEC,@wardimir6042
UgwvB8pG2YtEG8IiPXt4AaABAg.90YOgAEgn_s97udxXoUo6a,21seK8tKSYI,Susah bro dari kecil sudah di doktrin bumi bulat padahal YG NGAJARIN PUN GAK TAU PASTI BULAT WAHAHAHAHAHA,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,1,2020-04-26T09:52:12Z,UgwvB8pG2YtEG8IiPXt4AaABAg,@baglerpratama5170
UgxoDBDbjNyewH3s-6d4AaABAg.8xggvxxRQBt8xh648k29oX,t5SaFgSaM_M,"@nnaprl Oh itu. Untuk sebagian besar orang benar. Yang dimaksud bohong atau benar dalam kasus ini tanda-tanda seseorang berbohong atau tidak. Seperti kalau orang berbohong dia akan merasa bersalah lalu jika orang yang dibohongi menatap mata pembohong maka pembohong menghindari pandangannya.

Secara sederhana itu gerak refleks (gerak yang tidak dibuat-buat). Termasuk di dalamnya mikroekspresi.",Disagreement,High,dual_pass_verified,ai_assisted_dual_pass,0,2019-07-22T17:51:57Z,UgxoDBDbjNyewH3s-6d4AaABAg,@INP96
UgzFg5HX8oz5WhuH1Sd4AaABAg,JRJ1ngbUe6A,"Dengan kecepatan 80x ferrari, dan bentuk satelit yg tidak Aerodinamis seperti itu, Bagaimana satelit bisa gak hancur? Adakah penjelasan yg masuk akal?",Question,High,dual_pass_verified,ai_assisted_dual_pass,0,2021-09-14T11:02:01Z,,@dillacrazcozlov5098
UgymvJs3J0noSKo7cWR4AaABAg.9MPBivbA4_J9MPWKH8Oplt,twXOQyxZWxY,"Cuman dimiringin motor nya, dan sedikit dibelokin stang nya",Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2021-04-21T18:12:01Z,UgymvJs3J0noSKo7cWR4AaABAg,@rifqimuflih12640
Ugg21t1yeuYw23gCoAEC.8GppfjZyi6Y8HS70qicN6c,iq0yOkj3d28,+Afuza Nur A meteor jatuh itu konspirasi madara Uchiha dan yahudi,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2016-08-11T18:22:26Z,Ugg21t1yeuYw23gCoAEC,@cloud02135
Ugw-uL3HRrWeujS4maV4AaABAg.9BAILCac1_a9C0KUq1vh07,21seK8tKSYI,"@srinorchairiah3897 karena NASA ada di bagian elite global tujuan NASA adalah membuat semua negara bangkrut dan menghancurkan semua agama agar tunduk kepada dunia baru yaitu ILUMINATI


Tidak hanya NASA dibeberapa negara yang punya program luar angkasa juga ikut membohongi kita itulag mengapa indonesia tidak ingin membangun program luar angkasa dan sebenarnya mereka ada kode-kode yang tersembunyi merwka suka sengan kode-kode tersembunyi jadi di beberapa film holywood ada kode rahasia dan jika tidak ada elite global maka
1. Tidak ada hutang negara
2. Tidak ada pajak
3. Listrik gratis
4. Internet gratis
5. Bensin gratis
6. Tidak ada yang      namanya bayar sekolah
7. Dunia akan membaik
8. Energi gratis (by nikola tesla )
9.misteri area 51 terungkap  (sebenarnya sudah ada  yang tau tentang area 51 termasuk saya)
Itulah 9 kelebihan jika tidak ada elite global dan area 51 sebenarnya adalah area perkembangan UFO free energy yang dikembang kan oleh nikola tesla dan dikembangkan oleh pasukan NAZI di area 51

Alien adalah jin. Sebenarnya tidak ada yang namanya alien jadi alien itu tidak nyata jika kamu melihat UFO itu adalah bayangan holongram elite global atau UFO yang di uji coba oleh pasukan NAZI. Jika kamu melihat alien itu adalah jin yang sedang menyamar dan sebenarnya orang yang perrama kali melihat bumi adalah (lupa namanya) dia melihat bumi menggunakan balon udara bumi beebentuk flat disk semua orang 500 tahun yang lalu belum pernah melihat bentuk bumi sebenarnya.





Jika ada pertanyaan silahkan ditanyakan.",Disagreement,High,dual_pass_verified,ai_assisted_dual_pass,0,2020-08-06T10:13:39Z,Ugw-uL3HRrWeujS4maV4AaABAg,@zhaafirahbaizaarifin3946
UgzMcfEdYMG6A1FIdX54AaABAg,impJiSfof9E,Kenapa orang Cina matanya sipit? #beranibertanya,Question,High,dual_pass_verified,ai_assisted_dual_pass,0,2019-04-13T11:56:39Z,,@nununugraha3101
Ugym1cRSIKU7Fyxg39R4AaABAg,21seK8tKSYI,"Emang tau cara kerjanya gravitasi itu gimana ? 
 Penemunya aja belum bisa jawab .. kamu kamu ini sok sok faham apa itu gravitasi dan gimana cara kerjanya",Question,High,dual_pass_verified,ai_assisted_dual_pass,1,2021-06-07T21:38:31Z,,@tofieksitorres186
UgzzNBJgd6TOHEC3knx4AaABAg,QK01ROEqJ1A,"INI ADALAH VIDEO YANG PALING KEREN,AMAZING,MANTAP,YANG PERNAH GW TONTON DI YOUTUBE!!!",Experience,High,dual_pass_verified,ai_assisted_dual_pass,1,2019-09-09T15:16:13Z,,@ea7104
UgwIJQWHBsm7c_jUP7J4AaABAg,FjFsx6iQE3Y,"lol 🤣🤣🤣
aku muslim bang.
setau saya cuman ada 5 mahluk ciptaan tuhan Setan,jin,malaikat hewan dan manusia.
setau saya bumi itu luas dan tidak pernah ada yang tau bentuk bumi.",Experience,High,dual_pass_verified,ai_assisted_dual_pass,0,2019-10-09T05:13:42Z,,@aswinardiningrat2457
UgwDBThz93itz0RldG54AaABAg,FjFsx6iQE3Y,"Malah makin penasaran ,seru jg ya klo belajar tntng tata surya beginian",Suggestion,High,dual_pass_verified,ai_assisted_dual_pass,3,2021-10-04T15:08:51Z,,@rezaptra21
Ugz3ke0CretmTcWnNJh4AaABAg.9okYAgWTM8i9rTFyEcqE5O,eXml_nlmPoE,@gudangnyabacan  epep bilek : kerja baguss,Praise,High,dual_pass_verified,ai_assisted_dual_pass,0,2023-06-27T13:50:38Z,Ugz3ke0CretmTcWnNJh4AaABAg,@Gktauoranggkkenal
UggZ919hUbW8u3gCoAEC.8Ovv0DeRiEf8i5c2mvgLDR,JRJ1ngbUe6A,ilham bedrun duluan aja,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2018-06-29T23:18:50Z,UggZ919hUbW8u3gCoAEC,@nuriardisukoyoofficial2416
UgyPwiISjFgUd4LZyrF4AaABAg,QK01ROEqJ1A,Gk kebayang betapa besarnya alam semesta,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,1,2021-04-22T22:11:23Z,,@Masbryan047
UgjHdHXYcdPSpXgCoAEC.8Ovw9nDVAhV8OweYFH_vLn,JRJ1ngbUe6A,Reza Pahlevi bisakah ente melihat teman ente dari jarak 1km?,Question,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2017-02-14T00:00:19Z,UgjHdHXYcdPSpXgCoAEC,@albertusandriechristian3826
UgxpxTBltJgsadLASul4AaABAg,qis44fqpuAU,Ke masa depan mau liat kemajuan indo gimana ?,Question,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2018-08-03T06:05:55Z,,@fadelmuhammad165
Ugg8VB3VAPqEPHgCoAEC.8JC9shVUOZT9BfTdq1Ik0N,H_5TPzquRyo,Karna isu itu dicari sedangkan fakta hanya sekedar diterima kek ts ini. Gampang percaya media media hoax dengan dalih fakta dan menganggap dirinya paling benar tapi giliran adu fakta no bacot,Disagreement,High,dual_pass_verified,ai_assisted_dual_pass,3,2020-07-28T22:30:22Z,Ugg8VB3VAPqEPHgCoAEC,@Pembunuh-Zionis-Pesek
Ugz_2Eix338FARTmyw94AaABAg,rha05J96bOM,Bahas apakah ada dampak negatif jika dunia hanya memiliki satu bahasa,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,1,2021-04-19T00:51:08Z,,@fachrihusaini2575
Ugx80BQhsBxLAYc8G5t4AaABAg,5Zi4qGpGop4,"bakso lagi bakso lagi,bikin ngiler aja.masak telur isinya bakso(kalo nyata sih bagus banget🤣🤣🤣)",Praise,High,dual_pass_verified,ai_assisted_dual_pass,1,2019-10-05T10:59:59Z,,@udyn5930
Ugx-A7sFFU2LVYknol54AaABAg,impJiSfof9E,"Menu baso di ganti jadi donat... 
ohhh jadi gitu...",Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2019-04-12T19:54:22Z,,@wayanbima9892
UgyGQsq76kbbQ_Fsvat4AaABAg,T9ttUfGG7EE,kutu buku aminasi...🤣🤣🤣darikecil sd sampai kuliah dibohongi sain 😂😂,Disagreement,High,dual_pass_verified,ai_assisted_dual_pass,0,2024-08-31T20:45:58Z,,@TubagusBaidillah
UgwtXK4tvrbImYKWjZl4AaABAg,dghOCZmSEUQ,"Bnr anjir sekarang jarang banget liat bintang kalo malem,sekarang ada juga sedikit",Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2021-09-17T13:21:35Z,,@julioandarestajorgi2232
UgxFKIKQU9Ufupv0i0B4AaABAg,jPyd0Xv5LfY,Petama gua,Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2021-07-03T10:12:48Z,,@rublaxgame5826
UggeKf8NYf-qEXgCoAEC.83LvJDw4fOh7-gPqKlMJH5,eXml_nlmPoE,"+Kazue999 semua materi yang memiliki massa, memiliki gravitasi. jadi bisa dikatan semua benda itu memiliki gravitasi bro, cuma kecil efeknya",Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2015-09-06T15:17:35Z,UggeKf8NYf-qEXgCoAEC,@RyuzakiRin
Ughxu7wHCAJ_aXgCoAEC.8MlXP_P7Oxj8MlvDlWypFO,uA3cMFjqfaM,"hmm kalau misalnya mesin waktu itu ada, berarti seharusnya sudah ada dong orang dari masa depan yang main ke masa lalu?",Correction,High,dual_pass_verified,ai_assisted_dual_pass,13,2016-12-22T02:51:38Z,Ughxu7wHCAJ_aXgCoAEC,@somehowhartzel
Ugy4jsF25l_SUW-M4w54AaABAg.8dX4VCl6SYC8dcYXEM_6fr,0QCq6GPY8kQ,Makasih ya yang udah ngebales komen aku. semuanya bermanfaat🤗,Praise,High,dual_pass_verified,ai_assisted_dual_pass,1,2018-03-10T20:56:30Z,Ugy4jsF25l_SUW-M4w54AaABAg,@abijay7646
UgwaG_lAidslCgo_ZbZ4AaABAg.9PKcipXgR579PKi-GmPvSl,jPyd0Xv5LfY,"@zonaNarva saya bilang, scroll aja terus ke bawah karena gua pernah lihat pertanyaan yang dijawab oleh kok bisa",Experience,High,dual_pass_verified,ai_assisted_dual_pass,1,2021-07-03T11:00:44Z,UgwaG_lAidslCgo_ZbZ4AaABAg,@dewiandriani436
Ugwp498M6OpngZfXlMl4AaABAg,NVDIHTGVcLc,"Minecraft: 256 block
(Jika ada salah mohon diperbaiqi 🗿✨)",Opinion,Medium,dual_pass_verified,ai_assisted_dual_pass,0,2020-07-23T13:23:31Z,,@gho1st_
